timestamp,city,cell_id,latitude,longitude,throughput_mbps,latency_ms,packet_loss_pct,rsrp_dbm,users_connected
2025-12-04 15:48:00,Bangalore,BLR_C3,12.9,77.5,153.7,29.65,0.108,-80.5,92
2025-12-04 15:48:30,Bangalore,BLR_C3,12.9,77.5,200.47,18.32,0.222,-85.2,90
2025-12-04 15:49:00,Bangalore,BLR_C3,12.9,77.5,161.23,20.27,0.204,-85.0,40
2025-12-04 15:49:30,Bangalore,BLR_C3,12.9,77.5,166.26,23.19,0.268,-83.6,63
2025-12-04 15:50:00,Bangalore,BLR_C3,12.9,77.5,154.64,25.43,0.265,-90.0,93
2025-12-04 15:50:30,Bangalore,BLR_C3,12.9,77.5,151.42,24.72,0.199,-84.1,86
2025-12-04 15:51:00,Bangalore,BLR_C3,12.9,77.5,166.81,22.59,0.332,-82.9,51
2025-12-04 15:51:30,Bangalore,BLR_C3,12.9,77.5,164.7,21.5,0.236,-76.9,55
2025-12-04 15:52:00,Bangalore,BLR_C3,12.9,77.5,165.91,22.36,0.149,-88.4,95
2025-12-04 15:52:30,Bangalore,BLR_C3,12.9,77.5,163.31,23.11,0.078,-88.6,40
2025-12-04 16:04:00,Bangalore,BLR_C3,12.9,77.5,153.7,29.65,0.108,-80.5,92
2025-12-05 00:00:00,Bangalore,BLR_C3,12.9,77.5,153.7,29.65,0.108,-80.5,92
2025-12-05 00:00:30,Bangalore,BLR_C3,12.9,77.5,200.47,18.32,0.222,-85.2,90
2025-12-05 00:01:00,Bangalore,BLR_C3,12.9,77.5,161.23,20.27,0.204,-85.0,40
2025-12-05 00:01:30,Bangalore,BLR_C3,12.9,77.5,166.26,23.19,0.268,-83.6,63
2025-12-05 00:02:00,Bangalore,BLR_C3,12.9,77.5,154.64,25.43,0.265,-90.0,93
2025-12-05 00:02:30,Bangalore,BLR_C3,12.9,77.5,151.42,24.72,0.199,-84.1,86
2025-12-05 19:55:00,Bangalore,BLR_C3,12.9,77.5,83.7,89.65,1.308,-80.5,172
2025-12-05 19:55:30,Bangalore,BLR_C3,12.9,77.5,130.47,78.32,1.422,-85.2,170
2025-12-05 19:56:00,Bangalore,BLR_C3,12.9,77.5,91.23,80.27,1.404,-85.0,120
2025-12-05 19:56:30,Bangalore,BLR_C3,12.9,77.5,96.26,83.19,1.468,-83.6,143
2025-12-05 19:57:00,Bangalore,BLR_C3,12.9,77.5,84.64,85.43,1.465,-90.0,173
2025-12-05 19:57:30,Bangalore,BLR_C3,12.9,77.5,81.42,84.72,1.399,-84.1,166
2025-12-05 19:58:00,Bangalore,BLR_C3,12.9,77.5,96.81,82.59,1.532,-82.9,131
2025-12-05 19:58:30,Bangalore,BLR_C3,12.9,77.5,94.7,81.5,1.436,-76.9,135
2025-12-05 19:59:00,Bangalore,BLR_C3,12.9,77.5,95.91,82.36,1.349,-88.4,175
2025-12-05 19:59:30,Bangalore,BLR_C3,12.9,77.5,93.31,83.11,1.278,-88.6,120
2025-12-05 20:00:00,Bangalore,BLR_C3,12.9,77.5,101.78,83.32,1.449,-81.8,188
2025-12-05 20:00:30,Bangalore,BLR_C3,12.9,77.5,96.92,83.25,1.666,-80.5,137
2025-12-05 20:01:00,Bangalore,BLR_C3,12.9,77.5,91.19,85.01,1.333,-82.8,163
2025-12-05 20:01:30,Bangalore,BLR_C3,12.9,77.5,100.45,80.7,1.534,-86.6,158
2025-12-05 20:02:00,Bangalore,BLR_C3,12.9,77.5,77.3,79.95,1.462,-81.7,142
2025-12-05 20:02:30,Bangalore,BLR_C3,12.9,77.5,95.66,75.88,1.523,-87.8,141
2025-12-05 20:03:00,Bangalore,BLR_C3,12.9,77.5,98.66,77.48,1.413,-83.0,127
2025-12-05 20:03:30,Bangalore,BLR_C3,12.9,77.5,89.17,71.69,1.411,-83.7,146
2025-12-05 20:04:00,Bangalore,BLR_C3,12.9,77.5,86.31,79.36,1.496,-81.0,166
2025-12-05 20:04:30,Bangalore,BLR_C3,12.9,77.5,87.38,85.98,1.468,-85.1,132
2025-12-05 20:05:00,Bangalore,BLR_C3,12.9,77.5,91.16,76.0,1.494,-75.2,154
2025-12-05 20:05:30,Bangalore,BLR_C3,12.9,77.5,87.99,82.59,1.534,-88.3,150
2025-12-05 20:06:00,Bangalore,BLR_C3,12.9,77.5,97.8,81.6,1.579,-89.3,125
2025-12-05 20:06:30,Bangalore,BLR_C3,12.9,77.5,89.71,79.72,1.432,-86.6,165
2025-12-05 20:07:00,Bangalore,BLR_C3,12.9,77.5,82.18,80.06,1.428,-83.3,174
2025-12-05 20:07:30,Bangalore,BLR_C3,12.9,77.5,109.88,75.84,1.353,-79.2,121
2025-12-05 20:08:00,Bangalore,BLR_C3,12.9,77.5,86.14,80.2,1.46,-86.9,154
2025-12-05 20:08:30,Bangalore,BLR_C3,12.9,77.5,104.68,84.78,1.442,-81.9,132
2025-12-05 20:09:00,Bangalore,BLR_C3,12.9,77.5,92.16,87.57,1.514,-91.3,137
2025-12-05 20:09:30,Bangalore,BLR_C3,12.9,77.5,75.75,83.24,1.494,-83.3,140
2025-12-05 20:10:00,Bangalore,BLR_C3,12.9,77.5,100.42,74.82,1.542,-82.2,174
2025-12-05 20:10:30,Bangalore,BLR_C3,12.9,77.5,83.44,85.92,1.5,-84.5,185
2025-12-05 20:11:00,Bangalore,BLR_C3,12.9,77.5,101.41,83.7,1.511,-82.3,182
2025-12-05 20:11:30,Bangalore,BLR_C3,12.9,77.5,93.32,85.2,1.405,-84.3,164
2025-12-05 20:12:00,Bangalore,BLR_C3,12.9,77.5,96.68,81.16,1.408,-90.1,178
2025-12-05 20:12:30,Bangalore,BLR_C3,12.9,77.5,86.99,81.92,1.508,-88.7,184
2025-12-05 20:13:00,Bangalore,BLR_C3,12.9,77.5,102.29,84.37,1.504,-87.2,168
2025-12-05 20:13:30,Bangalore,BLR_C3,12.9,77.5,84.16,82.57,1.431,-89.0,143
2025-12-05 20:14:00,Bangalore,BLR_C3,12.9,77.5,86.45,82.61,1.477,-77.8,189
2025-12-05 20:14:30,Bangalore,BLR_C3,12.9,77.5,101.03,79.33,1.581,-80.7,174
2025-12-05 20:15:00,Bangalore,BLR_C3,12.9,77.5,92.02,87.27,1.38,-80.4,130
2025-12-05 20:15:30,Bangalore,BLR_C3,12.9,77.5,98.07,89.6,1.441,-88.9,157
2025-12-05 20:16:00,Bangalore,BLR_C3,12.9,77.5,109.35,87.26,1.565,-82.0,123
2025-12-05 20:16:30,Bangalore,BLR_C3,12.9,77.5,89.23,79.64,1.554,-87.8,180
2025-12-05 20:17:00,Bangalore,BLR_C3,12.9,77.5,100.27,87.15,1.483,-81.6,137
2025-12-05 20:17:30,Bangalore,BLR_C3,12.9,77.5,76.62,82.39,1.442,-85.6,183
2025-12-05 20:18:00,Bangalore,BLR_C3,12.9,77.5,75.25,83.99,1.417,-85.4,136
2025-12-05 20:18:30,Bangalore,BLR_C3,12.9,77.5,100.63,85.16,1.456,-80.7,183
2025-12-05 20:19:00,Bangalore,BLR_C3,12.9,77.5,90.71,80.63,1.462,-80.2,149
2025-12-05 20:19:30,Bangalore,BLR_C3,12.9,77.5,97.24,81.32,1.398,-83.6,148
2025-12-05 20:20:00,Bangalore,BLR_C3,12.9,77.5,75.73,88.57,1.387,-82.4,140
2025-12-05 20:20:30,Bangalore,BLR_C3,12.9,77.5,94.27,85.07,1.538,-84.3,164
2025-12-05 20:21:00,Bangalore,BLR_C3,12.9,77.5,87.59,77.07,1.481,-83.5,147
2025-12-05 20:21:30,Bangalore,BLR_C3,12.9,77.5,107.04,79.6,1.319,-81.0,137
2025-12-05 20:22:00,Bangalore,BLR_C3,12.9,77.5,98.28,71.77,1.399,-89.1,180
2025-12-05 20:22:30,Bangalore,BLR_C3,12.9,77.5,87.54,81.73,1.495,-89.5,122
2025-12-05 20:23:00,Bangalore,BLR_C3,12.9,77.5,77.97,77.59,1.537,-91.1,124
2025-12-05 20:23:30,Bangalore,BLR_C3,12.9,77.5,107.98,86.99,1.533,-80.9,167
2025-12-05 20:24:00,Bangalore,BLR_C3,12.9,77.5,81.62,78.52,1.569,-86.2,177
2025-12-05 20:24:30,Bangalore,BLR_C3,12.9,77.5,101.75,77.97,1.448,-85.6,157
2025-12-05 20:25:00,Bangalore,BLR_C3,12.9,77.5,109.14,80.13,1.457,-80.5,137
2025-12-05 20:25:30,Bangalore,BLR_C3,12.9,77.5,103.11,84.86,1.522,-83.7,122
2025-12-05 20:26:00,Bangalore,BLR_C3,12.9,77.5,100.76,87.1,1.496,-89.6,168
2025-12-05 20:26:30,Bangalore,BLR_C3,12.9,77.5,103.3,84.39,1.515,-89.4,186
2025-12-05 20:27:00,Bangalore,BLR_C3,12.9,77.5,89.53,81.46,1.473,-79.3,167
2025-12-05 20:27:30,Bangalore,BLR_C3,12.9,77.5,81.09,80.06,1.536,-78.3,134
2025-12-05 20:28:00,Bangalore,BLR_C3,12.9,77.5,87.53,79.01,1.438,-91.2,129
2025-12-05 20:28:30,Bangalore,BLR_C3,12.9,77.5,92.62,82.08,1.374,-82.6,182
2025-12-05 20:29:00,Bangalore,BLR_C3,12.9,77.5,81.38,81.08,1.533,-84.2,188
2025-12-05 20:29:30,Bangalore,BLR_C3,12.9,77.5,84.86,73.81,1.459,-84.7,127
2025-12-05 20:30:00,Bangalore,BLR_C3,12.9,77.5,76.86,83.19,1.446,-83.1,153
2025-12-05 20:30:30,Bangalore,BLR_C3,12.9,77.5,88.53,82.37,1.371,-75.4,175
2025-12-05 20:31:00,Bangalore,BLR_C3,12.9,77.5,99.01,84.79,1.389,-87.6,179
2025-12-05 20:31:30,Bangalore,BLR_C3,12.9,77.5,100.73,80.01,1.446,-87.6,176
2025-12-05 20:32:00,Bangalore,BLR_C3,12.9,77.5,97.85,85.47,1.375,-79.9,160
2025-12-05 20:32:30,Bangalore,BLR_C3,12.9,77.5,55.12,80.5,1.377,-91.5,165
2025-12-05 20:33:00,Bangalore,BLR_C3,12.9,77.5,116.71,82.04,1.446,-86.5,120
2025-12-05 20:33:30,Bangalore,BLR_C3,12.9,77.5,84.96,87.03,1.477,-79.9,143
2025-12-05 20:34:00,Bangalore,BLR_C3,12.9,77.5,91.48,85.7,1.419,-80.2,185
2025-12-05 20:34:30,Bangalore,BLR_C3,12.9,77.5,77.32,78.16,1.497,-80.2,158
2025-12-05 20:35:00,Bangalore,BLR_C3,12.9,77.5,80.27,90.87,1.382,-94.0,126
2025-12-05 20:35:30,Bangalore,BLR_C3,12.9,77.5,78.2,75.52,1.539,-83.3,138
2025-12-05 20:36:00,Bangalore,BLR_C3,12.9,77.5,83.79,79.81,1.412,-85.5,157
2025-12-05 20:36:30,Bangalore,BLR_C3,12.9,77.5,78.78,82.85,1.528,-87.7,174
2025-12-05 20:37:00,Bangalore,BLR_C3,12.9,77.5,89.41,81.36,1.473,-79.2,125
2025-12-05 20:37:30,Bangalore,BLR_C3,12.9,77.5,96.27,74.66,1.341,-77.5,167
2025-12-05 20:38:00,Bangalore,BLR_C3,12.9,77.5,88.86,83.67,1.477,-88.3,132
2025-12-05 20:38:30,Bangalore,BLR_C3,12.9,77.5,94.48,83.25,1.533,-90.0,178
2025-12-05 20:39:00,Bangalore,BLR_C3,12.9,77.5,73.37,85.17,1.52,-87.9,180
2025-12-05 20:39:30,Bangalore,BLR_C3,12.9,77.5,88.99,81.8,1.511,-81.0,174
2025-12-05 20:40:00,Bangalore,BLR_C3,12.9,77.5,104.7,82.53,1.539,-88.9,136
2025-12-05 20:40:30,Bangalore,BLR_C3,12.9,77.5,85.41,81.51,1.422,-89.7,176
2025-12-05 20:41:00,Bangalore,BLR_C3,12.9,77.5,73.25,84.37,1.399,-85.8,159
2025-12-05 20:41:30,Bangalore,BLR_C3,12.9,77.5,103.81,81.12,1.534,-87.2,126
