timestamp,city,cell_id,latitude,longitude,throughput_mbps,latency_ms,packet_loss_pct,rsrp_dbm,users_connected
2025-12-04 15:48:00,Bangalore,BLR_C2,13.02,77.64,160.81,16.3,0.212,-84.6,90
2025-12-04 15:48:30,Bangalore,BLR_C2,13.02,77.64,147.55,21.7,0.318,-81.8,53
2025-12-04 15:49:00,Bangalore,BLR_C2,13.02,77.64,163.09,21.7,0.116,-85.1,95
2025-12-04 15:49:30,Bangalore,BLR_C2,13.02,77.64,160.75,24.01,0.24,-84.3,58
2025-12-04 15:50:00,Bangalore,BLR_C2,13.02,77.64,158.51,24.96,0.218,-81.9,71
2025-12-04 15:50:30,Bangalore,BLR_C2,13.02,77.64,155.05,24.38,0.111,-83.3,47
2025-12-04 15:51:00,Bangalore,BLR_C2,13.02,77.64,156.11,24.1,0.473,-84.7,43
2025-12-04 15:51:30,Bangalore,BLR_C2,13.02,77.64,160.15,25.72,0.213,-81.2,98
2025-12-04 15:52:00,Bangalore,BLR_C2,13.02,77.64,170.22,25.07,0.289,-82.1,42
2025-12-04 15:52:30,Bangalore,BLR_C2,13.02,77.64,174.15,20.12,0.13,-79.6,98
2025-12-04 16:04:00,Bangalore,BLR_C2,13.02,77.64,160.81,16.3,0.212,-84.6,90
2025-12-05 00:00:00,Bangalore,BLR_C2,13.02,77.64,160.81,16.3,0.212,-84.6,90
2025-12-05 00:00:30,Bangalore,BLR_C2,13.02,77.64,147.55,21.7,0.318,-81.8,53
2025-12-05 00:01:00,Bangalore,BLR_C2,13.02,77.64,163.09,21.7,0.116,-85.1,95
2025-12-05 00:01:30,Bangalore,BLR_C2,13.02,77.64,160.75,24.01,0.24,-84.3,58
2025-12-05 00:02:00,Bangalore,BLR_C2,13.02,77.64,158.51,24.96,0.218,-81.9,71
2025-12-05 00:02:30,Bangalore,BLR_C2,13.02,77.64,155.05,24.38,0.111,-83.3,47
2025-12-05 19:55:00,Bangalore,BLR_C2,13.02,77.64,90.81,76.3,1.412,-84.6,170
2025-12-05 19:55:30,Bangalore,BLR_C2,13.02,77.64,77.55,81.7,1.518,-81.8,133
2025-12-05 19:56:00,Bangalore,BLR_C2,13.02,77.64,93.09,81.7,1.316,-85.1,175
2025-12-05 19:56:30,Bangalore,BLR_C2,13.02,77.64,90.75,84.01,1.44,-84.3,138
2025-12-05 19:57:00,Bangalore,BLR_C2,13.02,77.64,88.51,84.96,1.418,-81.9,151
2025-12-05 19:57:30,Bangalore,BLR_C2,13.02,77.64,85.05,84.38,1.311,-83.3,127
2025-12-05 19:58:00,Bangalore,BLR_C2,13.02,77.64,86.11,84.1,1.673,-84.7,123
2025-12-05 19:58:30,Bangalore,BLR_C2,13.02,77.64,90.15,85.72,1.413,-81.2,178
2025-12-05 19:59:00,Bangalore,BLR_C2,13.02,77.64,100.22,85.07,1.489,-82.1,122
2025-12-05 19:59:30,Bangalore,BLR_C2,13.02,77.64,104.15,80.12,1.33,-79.6,178
2025-12-05 20:00:00,Bangalore,BLR_C2,13.02,77.64,79.58,82.47,1.475,-78.1,149
2025-12-05 20:00:30,Bangalore,BLR_C2,13.02,77.64,118.49,80.76,1.406,-93.8,145
2025-12-05 20:01:00,Bangalore,BLR_C2,13.02,77.64,99.57,82.58,1.576,-85.3,181
2025-12-05 20:01:30,Bangalore,BLR_C2,13.02,77.64,84.69,83.83,1.496,-90.2,181
2025-12-05 20:02:00,Bangalore,BLR_C2,13.02,77.64,90.33,81.46,1.569,-82.9,146
2025-12-05 20:02:30,Bangalore,BLR_C2,13.02,77.64,74.52,76.82,1.426,-78.3,162
2025-12-05 20:03:00,Bangalore,BLR_C2,13.02,77.64,95.82,78.91,1.444,-84.9,186
2025-12-05 20:03:30,Bangalore,BLR_C2,13.02,77.64,74.54,82.4,1.336,-82.8,136
2025-12-05 20:04:00,Bangalore,BLR_C2,13.02,77.64,113.7,81.81,1.341,-86.6,122
2025-12-05 20:04:30,Bangalore,BLR_C2,13.02,77.64,82.19,86.17,1.511,-83.9,161
2025-12-05 20:05:00,Bangalore,BLR_C2,13.02,77.64,96.66,79.51,1.415,-85.7,166
2025-12-05 20:05:30,Bangalore,BLR_C2,13.02,77.64,84.43,78.2,1.472,-87.5,179
2025-12-05 20:06:00,Bangalore,BLR_C2,13.02,77.64,92.93,79.74,1.36,-81.5,175
2025-12-05 20:06:30,Bangalore,BLR_C2,13.02,77.64,78.76,88.48,1.535,-82.0,160
2025-12-05 20:07:00,Bangalore,BLR_C2,13.02,77.64,87.62,87.27,1.478,-76.3,133
2025-12-05 20:07:30,Bangalore,BLR_C2,13.02,77.64,107.72,87.52,1.406,-83.4,127
2025-12-05 20:08:00,Bangalore,BLR_C2,13.02,77.64,102.36,82.96,1.432,-85.8,121
2025-12-05 20:08:30,Bangalore,BLR_C2,13.02,77.64,102.06,80.99,1.474,-79.3,187
2025-12-05 20:09:00,Bangalore,BLR_C2,13.02,77.64,94.68,77.56,1.593,-83.9,148
2025-12-05 20:09:30,Bangalore,BLR_C2,13.02,77.64,95.23,85.57,1.491,-82.3,174
2025-12-05 20:10:00,Bangalore,BLR_C2,13.02,77.64,104.73,77.16,1.567,-83.3,149
2025-12-05 20:10:30,Bangalore,BLR_C2,13.02,77.64,84.74,86.67,1.49,-82.6,171
2025-12-05 20:11:00,Bangalore,BLR_C2,13.02,77.64,74.71,84.5,1.399,-87.8,171
2025-12-05 20:11:30,Bangalore,BLR_C2,13.02,77.64,99.71,79.16,1.449,-79.8,127
2025-12-05 20:12:00,Bangalore,BLR_C2,13.02,77.64,90.49,85.32,1.375,-83.5,129
